City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
331,usinsk,65.9939,57.5281,-1.07,97,98,8.94,RU,1713219822
332,kiruna,67.8557,20.2251,-2.49,74,100,3.6,SE,1713219822
333,moroto,2.5345,34.6666,21.53,74,100,2.24,UG,1713219822
334,notodden,59.5594,9.2585,1.95,77,22,2.25,NO,1713219822
335,emerald,-23.5333,148.1667,22.97,72,90,8.85,AU,1713219822
336,harper,4.375,-7.7169,28.23,83,44,3.43,LR,1713219822
337,east london,-33.0153,27.9116,21.09,89,91,5.32,ZA,1713219823
338,la passe,45.5549,-0.8967,12.77,85,99,8.3,FR,1713219823
339,coyhaique,-45.5752,-72.0662,16.97,45,40,3.6,CL,1713219823
340,srem,52.0887,17.0151,9.52,96,100,4.84,PL,1713219823
341,al mahwit,15.4701,43.5448,17.11,78,0,1.16,YE,1713219823
342,constantia,44.1833,28.65,17.61,71,71,5.49,RO,1713219823
343,palmer,42.1584,-72.3287,20.01,38,40,5.14,US,1713219824
344,dori,14.0354,-0.0345,30.53,12,0,4.14,BF,1713219824
345,kasama,-10.2129,31.1808,15.97,98,100,1.7,ZM,1713219824
346,taroa,8.7058,171.2275,27.55,81,98,6.21,MH,1713219824
347,hadibu,12.65,54.0333,26.78,76,81,3.0,YE,1713219824
348,kerikeri,-35.2268,173.9474,21.06,75,4,2.16,NZ,1713219824
349,zyryanskoye,56.8306,86.6258,-4.74,91,25,2.71,RU,1713219678
350,cibla,56.55,27.8833,3.86,81,100,3.46,LV,1713219825
351,orchard homes,46.8633,-114.0484,15.89,38,100,7.2,US,1713219825
352,tazovsky,67.4667,78.7,-18.19,95,85,4.11,RU,1713219825
353,podporozh'ye,60.9112,34.1706,3.46,98,100,2.65,RU,1713219825
354,sal rei,16.1833,-22.9167,22.87,76,0,3.97,CV,1713219825
355,flying fish cove,-10.4217,105.6791,26.82,89,75,4.63,CX,1713219825
356,ulsteinvik,62.3432,5.8487,6.53,73,96,0.89,NO,1713219825
357,tekeli,44.83,78.8239,12.32,70,100,1.24,KZ,1713219825
358,sinabang,2.4803,96.3801,26.98,82,99,0.18,ID,1713219825
359,kapuskasing,49.4169,-82.4331,8.05,36,75,7.72,CA,1713219542
360,mil'kovo,55.6078,37.7956,6.35,82,55,5.09,RU,1713219826
361,rethymno,35.3647,24.4714,18.79,61,13,3.44,GR,1713219826
362,lucea,18.451,-78.1736,29.36,67,10,6.2,JM,1713219826
